Jogador;Time;id_time;Numeração;Nação;Posição;Idade;Gols;Assistências;CrtsA;CrtV;Contatos;Div;Crts;Bloqueios;xG;xAG;Cmp;Att;Cmp%;Conduções;Data
Victor Hugo;Flamengo;10;29;BRA;DM;20;0;0;0;0;5.0;0.0;0;0.0;0.0;0.0;3.0;4.0;75;3.0;23/06/2024
Ayrton Lucas;Flamengo;10;6;BRA;LB;27;0;0;0;0;51.0;2.0;2;0.0;0.0;0.0;25.0;40.0;62,5;26.0;23/06/2024
David Luiz;Flamengo;10;23;BRA;CB;37;0;0;1;0;16.0;1.0;1;0.0;0.0;0.0;13.0;15.0;86,7;11.0;23/06/2024
Léo Pereira;Flamengo;10;4;BRA;CB;28;0;0;1;0;30.0;2.0;1;1.0;0.0;0.0;22.0;26.0;84,6;18.0;23/06/2024
Fabrício Bruno;Flamengo;10;15;BRA;CB;28;0;0;0;0;64.0;1.0;1;0.0;0.0;0.0;55.0;58.0;94,8;42.0;23/06/2024
Wesley;Flamengo;10;43;BRA;RB;20;0;0;0;0;74.0;2.0;2;0.0;0.1;0.0;50.0;59.0;84,7;44.0;23/06/2024
Agustín Rossi;Flamengo;10;1;ARG;GK;28;0;0;0;0;44.0;0.0;0;0.0;0.0;0.0;27.0;43.0;62,8;34.0;23/06/2024
Thaciano;Bahia;4;16;BRA;FW;29;1;0;0;0;25.0;0.0;0;0.0;0.1;0.0;19.0;21.0;90,5;14.0;23/06/2024
Oscar Estupiñan;Bahia;4;29;COL;FW;27;2;0;0;0;9.0;0.0;0;0.0;1.6;0.0;6.0;6.0;100;7.0;23/06/2024
Everaldo Stum;Bahia;4;9;BRA;FW;32;0;0;0;0;33.0;1.0;0;0.0;0.1;0.1;19.0;27.0;70,4;23.0;23/06/2024
Cicinho;Bahia;4;40;BUL;FW;35;0;0;0;0;15.0;0.0;0;0.0;0.0;0.0;16.0;16.0;100;7.0;23/06/2024
Jean Lucas;Bahia;4;6;BRA;LM;26;0;0;0;0;70.0;3.0;0;0.0;0.1;0.0;49.0;59.0;83,1;43.0;23/06/2024
Cauly Oliveira Souza;Bahia;4;8;BRA;CM;28;0;0;0;0;26.0;0.0;0;1.0;0.0;0.0;18.0;23.0;78,3;18.0;23/06/2024
Everton Ribeiro;Bahia;4;10;BRA;CM;35;0;0;0;0;49.0;4.0;0;0.0;0.0;0.1;35.0;41.0;85,4;25.0;23/06/2024
Carlos de Pena;Bahia;4;14;URU;RM;32;0;0;0;0;50.0;0.0;0;0.0;0.0;0.0;37.0;46.0;80,4;27.0;23/06/2024
Biel;Bahia;4;11;BRA;RM;23;1;1;0;0;20.0;0.0;0;0.0;0.4;1.0;11.0;14.0;78,6;12.0;23/06/2024
Caio Alexandre;Bahia;4;19;BRA;DM;25;0;0;0;0;114.0;2.0;3;0.0;0.0;0.1;95.0;104.0;91,3;80.0;23/06/2024
Luciano Juba;Bahia;4;46;BRA;LB;24;0;1;0;0;83.0;0.0;0;0.0;0.0;0.4;71.0;82.0;86,6;45.0;23/06/2024
Kanu;Bahia;4;4;BRA;CB;27;0;0;0;0;88.0;1.0;0;1.0;0.0;0.0;81.0;83.0;97,6;51.0;23/06/2024
Gilberto;Bahia;4;2;BRA;RB;31;0;0;0;0;83.0;3.0;0;2.0;0.0;0.0;60.0;71.0;84,5;48.0;23/06/2024
Ademir Santos;Bahia;4;7;BRA;RB;29;0;1;0;0;13.0;0.0;0;0.0;0.1;0.6;8.0;10.0;80;9.0;23/06/2024
Marcos Felipe;Bahia;4;22;BRA;GK;28;0;0;0;0;35.0;0.0;0;0.0;0.0;0.0;31.0;35.0;88,6;17.0;23/06/2024
Matheus Pereira;Cruzeiro;8;10;POR;FW,LW;28;0;0;0;0;53.0;0.0;1;0.0;0.1;0.0;41.0;48.0;85,4;37.0;23/06/2024
Robert;Cruzeiro;8;80;BRA;AM;19;0;0;0;0;29.0;1.0;0;0.0;0.0;0.0;16.0;20.0;80;21.0;23/06/2024
Lucas Villalba;Cruzeiro;8;25;ARG;CB,LB;29;0;0;0;0;12.0;0.0;0;0.0;0.0;0.0;9.0;11.0;81,8;8.0;23/06/2024
Gabriel Veron;Cruzeiro;8;30;BRA;AM;21;1;0;1;0;14.0;1.0;0;1.0;0.4;0.1;7.0;9.0;77,8;6.0;23/06/2024
Arthur;Cruzeiro;8;11;BRA;AM,RW,LM;25;0;0;0;0;14.0;1.0;0;0.0;0.0;0.0;7.0;11.0;63,6;10.0;23/06/2024
Ramiro Benetti;Cruzeiro;8;17;BRA;LM,CM;31;0;0;1;0;42.0;3.0;2;1.0;0.0;0.0;29.0;36.0;80,6;23.0;23/06/2024
Lucas Romero;Cruzeiro;8;29;ARG;CM;30;0;0;0;0;44.0;3.0;0;2.0;0.0;0.0;28.0;37.0;75,7;17.0;23/06/2024
Vitor Hugo Amorim;Cruzeiro;8;22;BRA;LM;20;0;0;0;0;6.0;0.0;0;0.0;0.0;0.0;4.0;5.0;80;4.0;23/06/2024
Lucas Silva;Cruzeiro;8;16;BRA;RM;31;0;0;1;0;37.0;1.0;0;1.0;0.0;0.0;28.0;30.0;93,3;26.0;23/06/2024
Arthur Rodrigues;Cruzeiro;8;68;BRA;RM;20;0;0;0;0;10.0;0.0;0;0.0;0.1;0.1;3.0;6.0;50;6.0;23/06/2024
Marlon;Cruzeiro;8;3;BRA;LB;27;0;0;0;1;49.0;3.0;2;1.0;0.0;0.0;27.0;37.0;73;26.0;23/06/2024
João Marcelo;Cruzeiro;8;43;BRA;CB;24;0;0;0;0;67.0;2.0;1;2.0;0.0;0.0;48.0;52.0;92,3;42.0;23/06/2024
Zé Ivaldo;Cruzeiro;8;5;BRA;CB;27;0;0;0;0;47.0;0.0;0;1.0;0.0;0.0;32.0;40.0;80;34.0;23/06/2024
William;Cruzeiro;8;12;BRA;RB;29;0;1;0;0;46.0;3.0;1;2.0;0.0;0.4;26.0;34.0;76,5;25.0;23/06/2024
João Wellington;Cruzeiro;8;77;BRA;CM;20;0;0;0;0;3.0;0.0;0;0.0;0.0;0.0;3.0;3.0;100;2.0;23/06/2024
Anderson;Cruzeiro;8;98;BRA;GK;26;0;0;0;0;24.0;0.0;0;0.0;0.0;0.0;17.0;23.0;73,9;8.0;23/06/2024
Gonzalo Mastriani;Athletico Paranaense;1;9;URU;FW;31;0;0;0;0;31.0;2.0;0;0.0;0.4;0.1;15.0;21.0;71,4;12.0;23/06/2024
Bruno Zapelli;Athletico Paranaense;1;10;ARG;LW,FW;22;0;0;0;0;5.0;0.0;0;0.0;0.5;0.0;2.0;4.0;50;3.0;23/06/2024
Tomás Cuello;Athletico Paranaense;1;28;ARG;LW;24;0;0;0;0;43.0;1.0;0;0.0;0.1;0.1;26.0;36.0;72,2;30.0;23/06/2024
Lucas Di Yorio;Athletico Paranaense;1;7;ARG;FW;27;0;0;1;0;3.0;0.0;1;0.0;0.0;0.0;1.0;1.0;100;1.0;23/06/2024
Nikão;Athletico Paranaense;1;11;BRA;RW;31;0;0;0;0;42.0;2.0;0;1.0;0.0;0.1;28.0;36.0;77,8;29.0;23/06/2024
Julimar;Athletico Paranaense;1;20;BRA;RW;23;0;0;0;0;10.0;0.0;0;0.0;0.1;0.5;7.0;7.0;100;4.0;23/06/2024
Christian;Athletico Paranaense;1;88;BRA;AM;23;1;0;0;0;33.0;2.0;0;0.0;0.1;0.0;24.0;26.0;92,3;23.0;23/06/2024
José Vitor Silva Neves;Athletico Paranaense;1;30;BRA;AM;24;0;0;0;0;3.0;0.0;0;0.0;0.0;0.0;2.0;3.0;66,7;1.0;23/06/2024
Fernandinho;Athletico Paranaense;1;5;BRA;DM;39;0;0;1;0;63.0;2.0;1;1.0;0.2;0.0;36.0;52.0;69,2;27.0;23/06/2024
Erick;Athletico Paranaense;1;26;BRA;DM;26;0;0;0;0;37.0;2.0;0;4.0;0.0;0.0;24.0;27.0;88,9;19.0;23/06/2024
Lucas Esquivel;Athletico Paranaense;1;37;ARG;LB;22;0;1;0;0;67.0;0.0;1;0.0;0.2;0.0;47.0;57.0;82,5;31.0;23/06/2024
Thiago Heleno;Athletico Paranaense;1;44;BRA;CB;35;0;0;0;0;45.0;1.0;2;1.0;0.0;0.0;34.0;37.0;91,9;26.0;23/06/2024
Kaique Rocha;Athletico Paranaense;1;4;BRA;CB;23;0;0;0;0;41.0;0.0;1;0.0;0.0;0.1;28.0;38.0;73,7;22.0;23/06/2024
Mádson;Athletico Paranaense;1;22;BRA;RB;32;0;0;0;0;44.0;1.0;0;0.0;0.0;0.1;29.0;39.0;74,4;21.0;23/06/2024
Leonardo Linck;Athletico Paranaense;1;24;BRA;GK;23;0;0;0;0;31.0;0.0;0;0.0;0.0;0.0;22.0;28.0;78,6;21.0;23/06/2024
Pedro Raul;Corinthians;6;20;BRA;FW;27;0;0;1;0;14.0;1.0;0;0.0;0.0;0.0;6.0;10.0;60;8.0;23/06/2024
Kayke;Corinthians;6;31;BRA;LW;20;0;0;0;0;3.0;0.0;0;0.0;0.0;0.0;1.0;2.0;50;3.0;23/06/2024
Gustavo Mosquito;Corinthians;6;19;BRA;RW;26;0;0;0;0;7.0;1.0;1;0.0;0.0;0.0;3.0;4.0;75;7.0;23/06/2024
Igor Coronado;Corinthians;6;77;BRA;RW;31;0;0;0;0;27.0;1.0;1;0.0;0.1;0.0;19.0;22.0;86,4;20.0;23/06/2024
Rodrigo Garro;Corinthians;6;10;ARG;AM;26;0;0;0;0;62.0;1.0;2;0.0;0.1;0.0;32.0;50.0;64;31.0;23/06/2024
Raniele;Corinthians;6;14;BRA;DM,CB;27;0;0;0;0;47.0;2.0;1;4.0;0.0;0.1;22.0;28.0;78,6;20.0;23/06/2024
Breno;Corinthians;6;27;BRA;DM;19;0;0;0;0;40.0;1.0;0;0.0;0.0;0.0;34.0;36.0;94,4;28.0;23/06/2024
Hugo;Corinthians;6;46;BRA;LB;26;0;0;0;0;42.0;1.0;2;0.0;0.0;0.0;22.0;31.0;71;14.0;23/06/2024
Matheus Araújo;Corinthians;6;30;BRA;DM,LB;22;0;0;0;0;3.0;1.0;0;0.0;0.0;0.0;2.0;2.0;100;2.0;23/06/2024
Caetano;Corinthians;6;4;BRA;CB,LB;24;0;0;0;0;43.0;3.0;0;2.0;0.0;0.0;28.0;33.0;84,8;13.0;23/06/2024
Cacá;Corinthians;6;25;BRA;CB;25;1;0;0;0;63.0;0.0;1;2.0;0.9;0.0;46.0;49.0;93,9;39.0;23/06/2024
Léo Mana;Corinthians;6;35;BRA;RB;20;0;0;0;0;33.0;2.0;2;1.0;0.0;0.0;20.0;25.0;80;18.0;23/06/2024
Matheuzinho;Corinthians;6;2;BRA;RB;23;0;0;0;0;12.0;0.0;0;0.0;0.0;0.0;9.0;10.0;90;5.0;23/06/2024
Matheus Donelli;Corinthians;6;32;BRA;GK;22;0;0;0;0;36.0;0.0;0;0.0;0.0;0.0;21.0;31.0;67,7;15.0;23/06/2024
Carlos Eduardo;Atlético Mineiro;3;42;BRA;FW;20;0;0;0;0;38.0;4.0;0;2.0;0.3;0.0;14.0;24.0;58,3;18.0;23/06/2024
Paulinho;Atlético Mineiro;3;10;BRA;FW;23;1;0;0;0;46.0;2.0;0;1.0;0.1;0.0;29.0;33.0;87,9;32.0;23/06/2024
Federico Zaracho;Atlético Mineiro;3;15;ARG;AM;26;0;0;0;0;43.0;2.0;0;0.0;0.0;0.3;33.0;38.0;86,8;23.0;23/06/2024
Pedrinho;Atlético Mineiro;3;38;BRA;AM;26;0;0;0;0;13.0;0.0;0;0.0;0.0;0.0;11.0;11.0;100;8.0;23/06/2024
Rodrigo Battaglia;Atlético Mineiro;3;21;ARG;CM;32;0;0;0;0;72.0;4.0;1;1.0;0.0;0.0;57.0;58.0;98,3;36.0;23/06/2024
Igor Gomes;Atlético Mineiro;3;17;BRA;CM;25;0;0;1;0;61.0;2.0;1;0.0;0.0;0.0;46.0;57.0;80,7;38.0;23/06/2024
Gustavo Scarpa;Atlético Mineiro;3;6;BRA;WB;30;0;0;0;0;76.0;1.0;0;2.0;0.1;0.0;43.0;63.0;68,3;45.0;23/06/2024
Renzo Saravia;Atlético Mineiro;3;26;ARG;WB;31;0;0;0;0;16.0;0.0;0;1.0;0.0;0.0;12.0;14.0;85,7;10.0;23/06/2024
Alisson;Atlético Mineiro;3;45;BRA;WB;18;0;0;0;0;29.0;0.0;0;1.0;0.1;0.1;15.0;20.0;75;20.0;23/06/2024
Brahian Palacios;Atlético Mineiro;3;30;COL;WB;21;0;1;0;0;22.0;2.0;0;1.0;0.0;0.1;8.0;11.0;72,7;15.0;23/06/2024
Mauricio Lemos;Atlético Mineiro;3;4;URU;CB;28;0;0;0;0;24.0;0.0;1;0.0;0.0;0.0;17.0;23.0;73,9;16.0;23/06/2024
Rômulo;Atlético Mineiro;3;47;BRA;CB;20;0;0;1;0;59.0;2.0;0;0.0;0.0;0.1;46.0;53.0;86,8;35.0;23/06/2024
Igor Rabello;Atlético Mineiro;3;16;BRA;CB;29;0;0;0;0;71.0;2.0;2;1.0;0.1;0.0;51.0;62.0;82,3;40.0;23/06/2024
Mariano;Atlético Mineiro;3;25;BRA;CB;38;0;0;0;0;13.0;0.0;0;0.0;0.0;0.0;10.0;12.0;83,3;8.0;23/06/2024
Bruno Fuchs;Atlético Mineiro;3;3;BRA;CB;25;0;0;1;0;70.0;1.0;0;1.0;0.0;0.0;55.0;64.0;85,9;44.0;23/06/2024
Éverson;Atlético Mineiro;3;22;BRA;GK;33;0;0;0;0;27.0;0.0;0;0.0;0.0;0.0;20.0;24.0;83,3;8.0;23/06/2024
Renato Kayser;Fortaleza;12;79;BRA;FW;28;0;0;0;0;31.0;2.0;0;0.0;0.7;0.0;8.0;16.0;50;19.0;23/06/2024
Yago Pikachu;Fortaleza;12;22;BRA;RW;32;0;0;0;0;19.0;0.0;1;1.0;0.0;0.0;8.0;11.0;72,7;10.0;23/06/2024
Calebe;Fortaleza;12;10;BRA;AM;24;0;0;0;0;6.0;0.0;0;0.0;0.0;0.1;2.0;3.0;66,7;3.0;23/06/2024
Pedro Rocha Neves;Fortaleza;12;32;BRA;AM;29;0;0;0;0;9.0;1.0;0;0.0;0.0;0.3;4.0;5.0;80;7.0;23/06/2024
Tomas Pochettino;Fortaleza;12;7;ARG;AM;28;0;1;1;0;20.0;0.0;0;1.0;0.2;0.1;8.0;14.0;57,1;8.0;23/06/2024
Leandro Emmanuel Martínez;Fortaleza;12;8;ARG;RW,AM;30;0;0;1;0;19.0;1.0;0;2.0;0.0;0.1;10.0;11.0;90,9;10.0;23/06/2024
Pedro Borges;Fortaleza;12;28;BRA;DM;27;0;0;0;0;37.0;3.0;2;3.0;0.0;0.0;13.0;22.0;59,1;11.0;23/06/2024
Hércules;Fortaleza;12;35;BRA;DM;23;0;0;0;0;34.0;3.0;0;0.0;0.0;0.0;19.0;26.0;73,1;19.0;23/06/2024
José Welison;Fortaleza;12;17;BRA;DM;29;0;0;0;0;19.0;3.0;1;1.0;0.0;0.0;8.0;10.0;80;9.0;23/06/2024
Felipe Jonatan;Fortaleza;12;36;BRA;LB;26;0;0;0;0;47.0;1.0;0;0.0;0.0;0.0;26.0;36.0;72,2;20.0;23/06/2024
Bruno Pacheco;Fortaleza;12;6;BRA;LB;32;0;0;0;0;14.0;2.0;0;0.0;0.0;0.1;9.0;14.0;64,3;6.0;23/06/2024
Titi;Fortaleza;12;4;BRA;CB;36;0;0;0;0;38.0;2.0;2;2.0;0.0;0.0;16.0;21.0;76,2;15.0;23/06/2024
Emanuel Brítez;Fortaleza;12;19;ARG;CB;32;0;0;0;0;24.0;0.0;0;1.0;0.0;0.2;11.0;17.0;64,7;12.0;23/06/2024
Guilherme Tinga;Fortaleza;12;2;BRA;RB;30;0;0;0;0;48.0;0.0;1;2.0;0.1;0.0;19.0;38.0;50;15.0;23/06/2024
João Ricardo Riedi;Fortaleza;12;1;BRA;GK;35;0;0;0;0;32.0;0.0;0;0.0;0.0;0.0;15.0;27.0;55,6;17.0;23/06/2024
José López;Palmeiras;16;42;ARG;FW;23;1;1;1;0;26.0;0.0;0;1.0;0.7;0.1;7.0;13.0;53,8;12.0;23/06/2024
Dudu;Palmeiras;16;7;BRA;LW,FW;32;0;0;0;0;13.0;0.0;1;0.0;0.1;0.1;5.0;7.0;71,4;11.0;23/06/2024
Gabriel Menino;Palmeiras;16;25;BRA;LW;23;0;0;0;0;38.0;1.0;0;0.0;0.2;0.1;25.0;31.0;80,6;25.0;23/06/2024
Rony;Palmeiras;16;10;BRA;FW,LW;29;0;0;0;0;7.0;0.0;0;0.0;0.0;0.0;5.0;6.0;83,3;3.0;23/06/2024
Estevão;Palmeiras;16;41;BRA;RW;18;1;0;0;0;43.0;2.0;2;0.0;0.1;0.3;19.0;30.0;63,3;31.0;23/06/2024
Mayke;Palmeiras;16;12;BRA;RW;31;1;0;0;0;11.0;0.0;0;0.0;1.0;0.0;6.0;9.0;66,7;7.0;23/06/2024
Raphael Veiga;Palmeiras;16;23;BRA;AM;29;0;1;0;0;65.0;0.0;2;0.0;0.6;0.5;50.0;57.0;87,7;38.0;23/06/2024
Zé Rafael;Palmeiras;16;8;BRA;DM;31;0;1;0;0;42.0;1.0;2;0.0;0.1;1.0;31.0;34.0;91,2;31.0;23/06/2024
Fabinho;Palmeiras;16;35;BRA;DM;22;0;0;0;0;39.0;0.0;1;2.0;0.0;0.0;26.0;35.0;74,3;25.0;23/06/2024
Aníbal Moreno;Palmeiras;16;5;ARG;DM;25;0;0;0;0;20.0;0.0;1;0.0;0.0;0.3;17.0;18.0;94,4;10.0;23/06/2024
Vanderlan;Palmeiras;16;6;BRA;LB;21;0;0;0;0;32.0;0.0;1;2.0;0.0;0.2;21.0;27.0;77,8;14.0;23/06/2024
Joaquín Piquerez;Palmeiras;16;22;URU;LB;25;0;0;1;0;21.0;0.0;0;0.0;0.0;0.0;14.0;19.0;73,7;12.0;23/06/2024
Murilo Cerqueira;Palmeiras;16;26;BRA;CB;27;0;0;0;0;62.0;1.0;0;1.0;0.0;0.0;44.0;50.0;88;30.0;23/06/2024
Kaiky Naves;Palmeiras;16;34;BRA;CB;22;0;0;0;0;56.0;3.0;4;1.0;0.0;0.0;31.0;37.0;83,8;24.0;23/06/2024
Marcos Rocha;Palmeiras;16;2;BRA;RB;35;0;0;0;0;91.0;3.0;3;3.0;0.1;0.0;59.0;79.0;74,7;43.0;23/06/2024
Wéverton;Palmeiras;16;21;BRA;GK;36;0;0;0;0;36.0;0.0;0;0.0;0.0;0.0;26.0;32.0;81,3;19.0;23/06/2024
Gabriel Taliari;Juventude;15;19;BRA;FW;27;0;1;0;0;12.0;0.0;0;0.0;0.0;0.5;7.0;7.0;100;8.0;23/06/2024
Luis Mandaca;Juventude;15;44;BRA;LW;22;0;0;0;0;7.0;0.0;0;0.0;0.4;0.0;3.0;4.0;75;4.0;23/06/2024
Ewerton;Juventude;15;14;BRA;RW;23;0;0;0;0;33.0;1.0;0;0.0;0.1;0.0;20.0;25.0;80;22.0;23/06/2024
Werik Popó;Juventude;15;45;BRA;RW;22;0;0;0;0;4.0;0.0;0;0.0;0.0;0.0;1.0;2.0;50;4.0;23/06/2024
Nenê;Juventude;15;10;BRA;AM;42;0;0;0;0;37.0;0.0;1;2.0;0.0;0.2;18.0;30.0;60;19.0;23/06/2024
Jean Carlos Vicente;Juventude;15;20;BRA;AM;32;0;0;0;0;11.0;0.0;0;0.0;0.0;0.0;5.0;9.0;55,6;8.0;23/06/2024
Caíque de Jesus Gonçalves;Juventude;15;95;BRA;DM;28;0;0;0;0;47.0;4.0;2;0.0;0.0;0.0;32.0;36.0;88,9;26.0;23/06/2024
Luis Oyama;Juventude;15;5;BRA;DM;27;0;0;0;0;11.0;0.0;0;0.0;0.1;0.0;7.0;8.0;87,5;7.0;23/06/2024
Jadson;Juventude;15;16;BRA;DM;30;0;0;1;0;42.0;4.0;1;0.0;0.0;0.1;22.0;32.0;68,8;30.0;23/06/2024
Alan Ruschel;Juventude;15;28;BRA;LB;34;0;0;0;0;52.0;3.0;3;0.0;0.0;0.0;29.0;41.0;70,7;16.0;23/06/2024
Zé Marcos;Juventude;15;3;BRA;CB;26;0;0;1;0;58.0;2.0;0;4.0;0.0;0.0;27.0;36.0;75;25.0;23/06/2024
Danilo Boza;Juventude;15;4;BRA;CB;26;0;0;0;0;49.0;2.0;1;1.0;0.0;0.0;33.0;37.0;89,2;24.0;23/06/2024
João Lucas;Juventude;15;2;BRA;RB;26;0;0;0;0;56.0;8.0;3;2.0;0.0;0.2;29.0;46.0;63;25.0;23/06/2024
Eduardo Sasha;Red Bull Bragantino;17;19;BRA;FW;32;0;0;0;0;19.0;0.0;2;0.0;0.5;0.0;8.0;13.0;61,5;11.0;23/06/2024
Thiago Borbas;Red Bull Bragantino;17;18;URU;FW;22;0;0;0;0;5.0;1.0;0;0.0;0.0;0.0;1.0;3.0;33,3;2.0;23/06/2024
Vitinho;Red Bull Bragantino;17;28;BRA;LW;25;0;0;0;0;51.0;1.0;0;2.0;0.2;0.0;32.0;45.0;71,1;30.0;23/06/2024
Gustavinho;Red Bull Bragantino;17;22;BRA;DM,LW;20;0;0;0;0;12.0;0.0;0;0.0;0.0;0.0;6.0;9.0;66,7;10.0;23/06/2024
Helinho;Red Bull Bragantino;17;11;BRA;RW;24;1;0;1;0;61.0;0.0;0;1.0;0.1;0.1;36.0;47.0;76,6;41.0;23/06/2024
Ignacio Laquintana;Red Bull Bragantino;17;33;URU;RW;25;0;0;0;0;10.0;0.0;0;0.0;0.0;0.0;6.0;9.0;66,7;7.0;23/06/2024
Lucas Evangelista;Red Bull Bragantino;17;8;BRA;LM,AM;29;0;1;0;0;45.0;0.0;0;1.0;0.3;0.1;28.0;33.0;84,8;33.0;23/06/2024
Raul;Red Bull Bragantino;17;23;BRA;CM,DM;27;0;0;0;0;78.0;0.0;1;0.0;0.0;0.3;65.0;72.0;90,3;49.0;23/06/2024
Eric Ramires;Red Bull Bragantino;17;7;BRA;RM;23;1;0;0;0;35.0;1.0;1;0.0;0.3;0.0;25.0;28.0;89,3;19.0;23/06/2024
Henry Mosquera;Red Bull Bragantino;17;30;COL;LW,RM;22;0;0;1;0;13.0;0.0;0;0.0;0.0;0.0;8.0;11.0;72,7;8.0;23/06/2024
Juninho Capixaba;Red Bull Bragantino;17;29;BRA;LB;26;0;0;0;0;108.0;5.0;3;2.0;0.0;0.3;75.0;88.0;85,2;56.0;23/06/2024
Luan Cândido;Red Bull Bragantino;17;36;BRA;CB;23;0;0;0;0;78.0;1.0;1;0.0;0.0;0.0;67.0;67.0;100;58.0;23/06/2024
Pedro Henrique;Red Bull Bragantino;17;14;BRA;CB;28;0;0;0;0;86.0;4.0;0;1.0;0.0;0.0;65.0;76.0;85,5;54.0;23/06/2024
Jadsom;Red Bull Bragantino;17;5;BRA;RB;23;0;0;0;0;77.0;3.0;0;0.0;0.0;0.0;58.0;71.0;81,7;49.0;23/06/2024
Nathan Mendes;Red Bull Bragantino;17;45;BRA;RB;21;0;0;1;0;8.0;2.0;0;0.0;0.0;0.0;6.0;6.0;100;3.0;23/06/2024
Cleiton Schwengber;Red Bull Bragantino;17;1;BRA;GK;26;0;0;0;0;32.0;0.0;0;0.0;0.0;0.0;21.0;30.0;70;18.0;23/06/2024
Erick Castillo;Vitória;20;31;ECU;FW;29;0;0;0;0;22.0;1.0;0;0.0;0.3;0.0;6.0;9.0;66,7;9.0;23/06/2024
Luiz Adriano;Vitória;20;12;BRA;FW;37;0;1;0;0;19.0;0.0;0;1.0;0.0;0.1;7.0;14.0;50;8.0;23/06/2024
Fábio Soares;Vitória;20;83;BRA;RM,FW;19;0;0;0;0;11.0;0.0;0;0.0;0.0;0.0;4.0;8.0;50;7.0;23/06/2024
Willian;Vitória;20;29;BRA;CM;31;0;0;0;0;19.0;2.0;1;0.0;0.0;0.0;10.0;13.0;76,9;7.0;23/06/2024
Raúl Cáceres;Vitória;20;27;PAR;RB;32;0;0;0;0;24.0;0.0;0;0.0;0.0;0.4;15.0;22.0;68,2;11.0;23/06/2024
Léo Naldi;Vitória;20;5;BRA;CM;22;0;0;0;0;24.0;1.0;0;1.0;0.0;0.0;12.0;15.0;80;9.0;23/06/2024
Luan Silva;Vitória;20;8;BRA;CM;25;0;0;1;0;22.0;0.0;1;0.0;0.0;0.0;18.0;20.0;90;15.0;23/06/2024
Jean Mota;Vitória;20;10;BRA;CM;30;1;0;0;0;35.0;0.0;0;0.0;0.1;0.0;18.0;27.0;66,7;14.0;23/06/2024
Matheusinho;Vitória;20;30;BRA;RW;26;0;0;0;0;16.0;0.0;0;2.0;0.0;0.0;10.0;13.0;76,9;6.0;23/06/2024
Lucas Esteves;Vitória;20;16;BRA;LB;23;0;0;1;0;40.0;1.0;1;1.0;0.1;0.0;22.0;29.0;75,9;13.0;23/06/2024
Reynaldo Cesar Moraes;Vitória;20;40;BRA;CB;27;0;0;0;0;31.0;4.0;0;2.0;0.0;0.0;16.0;22.0;72,7;15.0;23/06/2024
Osvaldo;Vitória;20;11;BRA;LW;37;0;0;0;0;9.0;0.0;0;1.0;0.0;0.0;4.0;6.0;66,7;8.0;23/06/2024
Wagner;Vitória;20;4;BRA;CB;24;0;0;0;0;53.0;2.0;1;1.0;0.0;0.0;36.0;40.0;90;23.0;23/06/2024
Rodrigo Andrade;Vitória;20;32;BRA;CB,CM,LM;27;0;0;0;0;51.0;2.0;1;1.0;0.0;0.0;32.0;40.0;80;26.0;23/06/2024
Willean Lepo;Vitória;20;97;BRA;CB,RB;27;0;0;0;0;63.0;1.0;1;3.0;0.1;0.0;35.0;46.0;76,1;30.0;23/06/2024
Lucas Arcanjo;Vitória;20;1;BRA;GK;25;0;0;0;0;37.0;0.0;0;0.0;0.0;0.0;18.0;33.0;54,5;22.0;23/06/2024
Pablo Vegetti;Vasco da Gama;19;99;ARG;FW;35;0;0;0;0;27.0;0.0;0;0.0;0.6;0.0;8.0;15.0;53,3;12.0;22/06/2024
David;Vasco da Gama;19;7;BRA;LW;28;1;1;0;0;32.0;0.0;0;1.0;0.1;0.1;18.0;21.0;85,7;17.0;22/06/2024
Adson;Vasco da Gama;19;28;BRA;RW;23;0;1;0;0;40.0;2.0;0;0.0;0.1;0.7;29.0;33.0;87,9;26.0;22/06/2024
Rossi;Vasco da Gama;19;31;BRA;RW;31;0;0;1;0;12.0;1.0;0;1.0;0.0;0.0;4.0;7.0;57,1;3.0;22/06/2024
Guilherme Estrella;Vasco da Gama;19;14;BRA;AM;19;1;0;1;0;36.0;0.0;1;0.0;0.3;0.0;18.0;24.0;75;17.0;22/06/2024
Mateus Cocão;Vasco da Gama;19;85;BRA;DM;22;0;0;0;0;53.0;9.0;2;1.0;0.0;0.0;36.0;44.0;81,8;25.0;22/06/2024
Hugo Moura;Vasco da Gama;19;25;BRA;DM;26;0;0;0;0;43.0;2.0;1;1.0;0.0;0.0;29.0;34.0;85,3;23.0;22/06/2024
Juan Sforza;Vasco da Gama;19;20;ARG;DM;22;0;0;0;0;7.0;1.0;0;1.0;0.0;0.0;4.0;4.0;100;4.0;22/06/2024
Lucas Piton;Vasco da Gama;19;6;BRA;LB;23;0;0;0;0;47.0;1.0;1;0.0;0.1;0.1;35.0;41.0;85,4;23.0;22/06/2024
Leandrinho;Vasco da Gama;19;66;BRA;LB;19;1;0;0;0;11.0;1.0;0;0.0;0.0;0.0;5.0;7.0;71,4;5.0;22/06/2024
João Victor;Vasco da Gama;19;38;BRA;CB;25;0;0;0;0;47.0;2.0;1;2.0;0.0;0.0;30.0;34.0;88,2;17.0;22/06/2024
Maicon;Vasco da Gama;19;4;BRA;CB;35;0;0;1;0;47.0;3.0;0;1.0;0.0;0.0;26.0;33.0;78,8;15.0;22/06/2024
